254,"siegel misfired with this mild western comedy . the film was hampered by a dull story and an uninteresting performance by shirley maclaine playing a nun hiding the fact that she's a prostitute . a typical eastwood cowboy scene , played in clint's graceful languid style , as he puffs on his cigar , quietly snarls , and does what the filmmaker hopes most in the audience would love to do in real-life . once inside , they machete the soldiers , make them into human torches , or just shoot them . it's all predictable and formulaic ; it could have used a big time rewrite . "
255,"this is carl reiner's cleverly adapted spoof on noir films of the post-world war11 days . the comedy film relies on creative editing of the classics of the forties , somehow including a host of stars from bogart to cagney to ava , as part of its story . any scene could have martin conversing with someone like a cary grant or a veronica ladd , or being shot at by alan ladd . this is basically a one-idea film , and that idea , although cleverly worked out as far as special effects , begins to run dry after a while , as the story lags in character development . but enough's enough ! what keeps the film hopping are some very funny quips and some dumb bon mots that were infantile but amusing . 2 because it smelled like that number . if you've seen "" the bribe , "" you've got the rest of the film's story , as the reiner team ran out of ideas and winged the ending the lazy way , with old film clips . nazis and cheese go together in this film like vincent price to villainy . a knowledge of some of the more popular noir classics like the big sleep , double indemnity , and suspicion , might help in soaking up the films' nostalgia . the overall effect is not bad for a few belly laughs and to marvel at the skills of 1980s technology , but no cuban cigar for the film , as the story went up in smoke somewhere over the hills of hollywood . "
256,"a routine aip action-packed ww11 drama of heroism . if you like a no-nonsense war story of all action , no big-name stars , and one that validates courage . . . you got it in this solid low-budget actioner . "
257,"a breezy , screwball comedy about police , with a slightly different twist , it is about nyc's bureau of missing persons . so the story's not perfect ! but this was a fun programmer , fast-paced and a typical warner bros . potboiler of that time period . "
258,"a taut little suspense programmer . one that is very watchable , though the twist in the plot is hardly believable . it's not believable that a hardened hitman would confess so easily , but he does . . . what this potboiler had going for it , was a nice look to its b&w shots of the dark streets of london , and through sydney tafler's melodramatic performance , it showed how a killer can be cold-blooded taking care of business and yet be a devoted family man and , though his love for his brother was genuine , it was still misguided . overall , the "" b "" film had good production values and a satisfying but improbable story to tell . "
259,"we know we are watching a shaft movie without even looking up at the screen , as we tune into the wah-wah funk sound of isaac hayes' exponential title theme and get with its raucous sounds that echo throughout this action-packed mainstream movie from the opening credits to the film's end . john singleton's ( "" boyz n the hood "" ) "" shaft "" is a blaxploitation sequel film to the core , made in earnest for the urban new millennium and to satisfy its fans who have followed all the other shaft films . why do we need another "" shaft , "" is easy to explain : the public demands it , meaning there's big box office potential . his humor is of the vulgar kind , where he tells a barmaid , "" it's my duty to please the booty . "" the film has its two eyes firmly set on the box office , its mind in the gutter , and a serviceable script for all its mayhem and profanity to have an urban gritty feel to it . the film makes only a few halfhearted pretences of being anything more than a mindless entertainment spectacle , and those efforts don't help but hinder . the film would have been better served if went completely either for mindless violence or played it completely like a scorsese art-form gangster film . mixing in both styles , only jarred the rhythm of the film . it also had the audience where i saw the film , charged-up for the action scenes and hooting with wild delight at the snide digs . the meeting of great minds , of the hateful wasp walter and the stereotyped lowlife peoples , who speaks a stream of constant trash-talk and with an enunciation that is so fantastically off kilter , that makes it fun to laugh at him . the comedy provided by wright's speech pattern is comparable to a cisco kid movie dialogue , if the two stars were on speed . his role is very serious . he's limited in this lifetime by his ethnic quirks . the film resorts to violent chases , shootouts , a final duel between wright and jackson , and a twisted ending , to make its final statement about what singleton thinks of the justice system . it is stylishly directed and acted , and achieves moderate success in telling its story . it even offers some passing comments about a host of recent nyc police corruption cases , and it can't resist a passing aside at the current mayor , as jackson in the middle of an assault on the drug dealers says , "" it's giuliani time . "" this film was made for samuel l . jackson ; just by his presence , it makes this film a more perplexing one than the others . what is missing is any love interest or any sex scenes ; what takes the place of sex , is pure violence . you tell me if that's an improvement ! "
260,"the dinner game is such a scenario . some might find this fast-moving play to be smart and witty . but i didn't . he does that mainly through phone conversations , whereby he has a knack for saying the wrong thing and making things worst . jacques villeret is an appealing fool , whose good-heart shines throughout the farce , even though he proves to be a true numbskull . there were a few laughs to be had , but this is really tv sitcom material and not great wit . "
261,"there have been very few films about the american revolution and most of them have been terrible , with the exception of d . w . at least , they kept it moving at a brisk pace , but , unfortunately , they used a good deal of violence . there were a multitude of choreographed battle scenes , face-to-face combat scenes , and sweeping panoramic shots of the beautiful countryside , which should take your mind off all the empty messages of the film . the filmmaker even made slavery appear as not such a bad thing by having the slaves seem more like workers than slaves , they just seemed to be having themselves a good old time on the plantation . when the 158-minutes are up , you might not have much of an historical perspective of the war , but you should feel good that the arch villain got his just desserts . the colonel's villain role is about as one-dimensional and predictable as it gets for such a villain , whereby he becomes more cartoonish and less menacing as the story rolls on . and there you have the plot , which is not much on history and not much on character development . everything is so predictable about this glossy photographed film , everything is so banal , everything seems so dishonest , and the dialogue is so disparaging , that i found this to be such a morbid attempt at history , such a futile way to tell a story . everything from the acting and the script was flat . everyone was reduced to a cardboard figure , and the war seemed to be a manufactured one , as if this film was made as a tv episode . the story lacked vitality , only scoring points for its fine costumes and john williams musical score . the film always seemed to be an unhealthy mixture of mawkishness and carnality , offering nothing but shallow responses for all its preaching about freedom . only this film comes with some bogus history lesson thrown in , which makes it more shamefully exploitive , a "" payback "" with the redcoats as the gangsters . i had an ugly feeling when i left the theater , like someone was trying awfully hard to sell me on patriotism : using children , the flag , a horrid villain , all to shamelessly stir me up , instead of telling me a story about a credible character who got involved in the war for independence . "
262,"drew pearson narrates the opening of the film , despairing about slums as the cause of juvenile delinquency . drew pearson's serious voice gives this film a documentary look ; and , when we see the gang in action , it is remindful of all those dead end kids' feature movies . this is a tired , clich ? d film , with its main selling point being all the location shots of the city , evoking a sense of urban nostalgia . tony curtis made his film debut , taking a small part as one of the amboy dukes . all the gang members are stock characters and the predictable story sheds little insight about juvenile delinquency , offering only a square look into the grimness of street life . this film lost everything about the novel that was essential , and the robotic acting didn't help . the only thing diverting about the film was some of the odd touches : the candystore lady insulting her customers while dispensing egg creams , and one of the dukes called crazy ( shelley ) , who is thinking about ordering ice cream mixed with french fries and potato salad , musing that it should taste good together , after all he likes all those foods separately . "
263,"a very familiar crime story , one that has been often done in recent times , about a rough irish neighborhood and the hoods who can't escape from it . first-time director john shea has made this independent low-budget film , that is long on gritty atmosphere but short on substance . it's a violent film , where action speaks louder than words . there doesn't seem to be a point to this film , except to show some tough guys in action , and how difficult it is to stop old habits . the acting is good enough and the background music , a mixture of rap , rock , and celtic sounds , evokes a sense of irish doom . but , the story fails to build any drama into it , and everything seems too bleak . it is an easy film to take on its terms , if you want to take a look at such a dead-end of possibilities and watch a dysfunctional family spin out of control . it reminded me of "" monument ave . , "" which covered the same territory . it was just too difficult to understand how that could happen considering the hatred between these two is known throughout the community and how danny swore he wouldn't do anything dishonest anymore . there are no surprises here , everything goes down a path to nowhere . since the film has no final note to end on , it uses the st . paddy's day parade to have its final shot--which is tantamount to waving the flag to indicate patriotism , or in this case , irish pride . "
264,"i was never a comic book fan , though as a child i was a casual reader of such comics as archie , batman , and superman . i have never read x-men , which was created in 1963 , or for that matter too many other comic books as an adult , and therefore do not view this $75 million special-effects dominated film with the same reverence that an aficionado of such sci-fi fantasy comics would . i'm just interested to see how fox's new comics-to-film adaptation presents itself , as i found very few such projects turn out to be worthwhile films . the results here are only tepid , as far as entertainment value goes . other than that , i had no interest to see if the filmmaker made a travesty of the sacred comic book , as i'm certain x-men geeks will carefully scrutinize that aspect of the film more than i will care to . it is a commercial film , geared to be a summer blockbuster , also hoping to cash in on selling its merchandising wares to its young fans , and cashing in down the road with a number of sequels . its special effects were , at times , dazzling , but i'm not partial to high tech films without too much else going for it , especially for a superhero film that seemed as awkward as this one was . i only ask : why was the filmmaker so sober-minded about filming this comic book story film ? what seems tiring about it , is all the other characters in the film who are given quality time and end up just showing us their supernatural gifts and halloween-like costumes before disappearing from any further characterizations . the story , before it reached its action climax on the statue of liberty at ellis island , where the world leaders are convening , hit a lot of tired spots , where the movie seemed to be more or less a promo for more sequels than one that could sustain its own story . the premise of x-men is -- that its heroes are mutants -- homo superior beings -- the next evolutionary stage for human beings , who are discriminated against because they're strange . for most of the film , we are introduced to the opposing sides of this good versus evil duel . he can scale walls and has a 12-foot projectile tongue . wolverine is a hothead , a loner , and the existential hero of this film . his claws project out rapidly from his knuckles and can cut through almost anything . it is obvious that singer developed a love for this comic book story and its mutants , but he failed to distance himself from it and ended up with a ponderous , uninteresting film , that failed to get to the heart of any character in the story , and left the story hanging by its special effects , which made the film seem dried out long before its action scenes took hold . it was only mildly diverting as far as entertainment value and that is because of the welcomed hammy performances by stewart and mckellen . i'm sure that regular fans of the comic book will find some inside jokes in the film to laugh at , but i just tended to grow weary of the effort and was not converted to the x-men project . the film needed a healthy share of irreverence to rev me up for all this righteously moralistic stuff it lays on you . "
265,"this disney presentation of a time travel fantasy tale has the good sense not to try and spend too much time clearing up what theoretical scientists say is impossible : it is not possible to go back to the past and change history . "" the kid "" is a children's story but is stretched into an adult one as well . it is usually through dreams , drugs , one's creative work , psychoanalysis , or meditation that one looks back at their past , but bruce is too blocked for any of that . if one were to overlook all the impossibilities about this story and just concentrate on how the bruce willis character comes to resolve his problem , then the film is somewhat engaging . though , it is sad to say that he resolves his problem the typical macho way , by beating up his nemesis . the movie was ably directed by jon turtletaub ( while you were sleeping/phenomenon ) and written by audrey wells ( the truth about cats and dogs ) . it has a balanced mixture of adult sentimentalities and childish comedy that should bring both children and adults into the same movie theater , each finding something in the film to experience together . the idea of the film is intriguing , of a man who will live his future as he knows he should because he got to the bottom of what troubled him when he was growing up , and though the story is impossible and the self-absorbed bruce is now learning to be nice to those close to him that he has hurt before , seemed like a stretch , it is still a family-fare film with a few more ideas thrown in than the usual disney flicks . though this type of supernatural movie has been tried often ( back to the future/frequency/12 monkeys ) , this film had a nice quality to it , making it rather special . bruce willis works very well with children , he seems to be a natural , and all his previous films with children also attest to this , including his recent supernatural thriller "" the sixth sense . "" "
266,"a mindless psychological thriller set in vermont , that starts out in a promising mysterious fashion but ends badly , ruining any credibility it might have generated . it tries very hard to be both a mystery and a supernatural story , but it goes off course on both its aims way before it sinks to its low abyss . it was a film that was all foreplay but couldn't come to a climax , and as the film started to clear up the mystery mood it created while moving at its snail pace , the revelations of the mystery weren't worth exploring . the only thing the film did well , was provide a lot of schlock . the result is a dull film , with uninteresting and poorly developed characters , and too many manipulative fright scenes that i have seen before in too many other horror flicks . the only thing this film did really well aside from all its schlock setups , was photograph the lakeside lake champlain area and use the champlain bridge for some eerie shots . the story seemed to drag from the onset , as the director wasted time taking irrelevant long shots aimed to be frightening and then turning away from those shots without drawing anything out of them ; it should have been an eighty minute film , like the b- movies of the 1950s , and then it might have been a more tolerable venture . robert zemeckis ( "" forrest gump "" / "" contact "" / "" back to the future "" ) is such an emotionally empty director , his characters seem more like robots than humans , that the movie seems to be such an effort in draining the life out of it that it becomes mostly a special effect movie with characters becoming secondary in importance . zemeckis has built a story around a lady-in-peril , one with too much idle time , who is overwrought with a healthy dose of neurotic tension , talking herself into thinking she sees ghosts , but who doesn't know how to internalize that fright . michelle pfeiffer is asked to carry this film , but without an adequate script , even if she is a good casting decision for that role , her task is too difficult to accomplish . the last shocking scene takes place in a bathtub , one that could have been ordered from the sears catalogue before world war 11 , and seems to be ready-made for a horror flick . if this is supposed to be like a hitchcockian thriller , then why wasn't i thrilled by what i saw ! zemeckis has created an unaffecting haunted house thriller , with samples from many other films thrown into this derivative stew , but nothing seems to work here . this is just a boring movie about a couple that are as unreal as the ghosts in their house . "
267,"this innocent comedy from spain just didn't have enough impact to hit a home run with its humor . it probably has more relevancy for its native audience ( at least , i hope it does ) , as most of its tv sitcom sketches just didn't register with my domestic comedy/romance antenna . the film's main asset is its popular star , carmen maura , considered by many spanish film critics to be spain's most accomplished actress . if you like that sort of comedy , then you might like this film . the story is probably autobiographical : the heroine ( carmen maura ) is a journalist named carmen , and the film is layed out in four sections , just like a newspaper , but here the divisions relate to the time of season . all the fights are mild and over the most trivial of things , which is supposed to make this very materially comfortable couple look ridiculous , since it is obvious that they have so much going for them that there is no reason for them to be fighting all the time . she then tells him , "" the watch only looks expensive , it was really quite cheap . "" somehow the film flew by , aided by its breezy pace , non-stop banter , and the lightheartedness of its direction . it was a sweet , palpable , likable little domestic comedy , similar to what american audiences saw on tv in the 1950s and 1960s ( except for the nudity and frank sexual talk ) . carmen maura put on a good show , outwitting the episodic script and coming to terms with her great mid-life crisis in a pleasing manner . it's a mild film , with mild comedy , and mild points to make about domestic relations . it is deserving of mild praise for its execution . "
268,"what i didn't need was australian director/writer of "" cedars , "" scott hicks ( "" shine "" ) , to tell me what a bad thing the internment of japanese americans during world war ii was for a little over two hours of a darkly photographed film and then precede to bore me to death with a glum romantic/courtroom drama , that never got untracked , but seemed so proud of itself for being so politically correct in taking a stand against bias . all the film's great social themes and plays on morality , were too docile and too manipulatively inflated to hold my interest . the first part of the film , just stagnated , as uninvolving flashbacks filled the screen and uninteresting storytelling techniques prevailed , without fleshing out the reality of the characters except to see them in wooden terms . everything seemed so contrived , the film had no fresh air to breathe , the cinematography was darkly uninspiring , the courtroom seemed to be staged only as a reason to give the filmmaker his chance to applaud himself for being so free of bias . everything seemed so mechanical : the acting , the story , and the directing ; everything was so dutifully right , the film left me asleep in the cedars , as i was unable to see what the fuss was about in telling americans that their country shamefully put japanese americans in internment camps during the war . what's the surprise ? "
269,"matthew harrison's "" kicked in the head "" has its offbeat comical moments but in the end dies from self-indulgence and too much cuteness . kevin corrigan wrote a juicy part for himself , but his part never caught fire , in fact , he was the film's weakness . the supporting characters were at least funny when they did their shticks in this rambling , derivative nyc movie , that tried too hard to be offbeat and in the process forgot it would be nice to have a story that made some sense to go with the film . when she does that , it is good for a few laughs . the film gets trapped in too many scenes that don't work . another is the unlikely romance taking place between corrigan and fiorentino , which seemed out of context , and added nothing to the story , except it was more pleasant watching fiorentino perform than it was in watching corrigan . she was so much better than him , that it made me scratch my head and wonder what he was doing there . her character was all the more compelling than his , even though she had such a small part . nothing seemed to really work well here , yet all the supporting characters seemed to be pleasant and trying their best to make things work . but the film was too much of a childish fantasy on the part of corrigan , and the dialogue was too flip . it was one of those films that you might find enjoyable if you are in the right frame of mind for watching actors improvise their way out of a bad script , or if you are stoned like the connoisseur participants in "" ape "" film conversation were . "
270,"the problem with epics of this grand design , is they could never be dramatic enough and fall prey to episodic incidents to tell their story . that is the case here , as the story was leaden and didn't seem to move , as it plodded along linear lines and political regimes , from monarchy to fascist and finally to communist regimes . the filmmaking , though well-intentioned and intelligently presented , was just too dull and uninspiring to sustain interest in the lesson it is trying to teach about the mess bigotry and politics makes , even if the lesson is an important one and shouldn't be ignored . the film was also bereft of any subtlety , its messages were of the kind that hit you over the head with a loud thud . there are a few scenes that stand out because they were either so awkward , or because they had a raw power in them that was not found in the rest of the film . the drivel that comes out of that dialogue goes something like this : "" i love you . . . but the point being made , in all the belabored efforts of the filmmaker , is that political regimes , materialism , and all causes are temporary , and that religions tend to be divisive . the film shows how assimilation can't work , changing your name can't work , being a good family and trying to be loyal to an oppressive regime can't work , passivity can't work , there is nothing that the jew can do to make those who hate him like him . i felt drained after seeing this epic , not from joy , but from weariness of all the messages i was receiving . he goes on to say , "" i predict this will be a century of love , justice and tolerance . "" this was the only irony found in the film , a film that just couldn't get its complex view across on what went went wrong for the jew in the anti-semitic world of austria-hungary , without being a drudge . "
271,"a too obvious derivative supernatural thriller , most imitative of "" rosemary's baby , "" but without the same fresh intensity and without a credible script . what it had going for it , was a sleek look ( the cinematography was simply out of this world ) and an able workmanlike craftsmanship . rand ravich does a fine job directing his initial film , but fails miserbly with the storytelling part of his script . this results in a film that is watchable but not believable . in this arty mystery , which doesn't have too much mystery if you watched a few of these supernatural films before , spencer and streck come back different men from what they were before they experienced the two minutes of mystery . without a mystery to end on , the film becomes banal , having established no point of view and having nothing to say about space travel , it just becomes a predictable guessing game of how jillian will defend herself against her husband , someone who is really not her husband . "
272,"this film is all style and is non-judgmental in its observations , adding nothing more of subtance to the story than the inertia that is depicted . there is violence everywhere in this stupid household . the film had realistic performances from its leads and had a gritty look to it . but the story flattened out and with violence being the loudest emotion expressed by anyone in this loser's family , the story predictably ends on a very violent note . the film makes no comments about the conditions of a society that helped bring about such anti-social behavior and what circumstances kept the family incapicitated . this first feature by woods , based on a work that was presented on stage , had its powerful moments , making a strong case about how male insecurity and violence are so closely linked . but the film couldn't get further into its subjects than to expose the boys' surface wounds and their bleak story about their frustrations to deal with life , as the story just went nowhere but down a predictable violent path . it left the implication that society better be prepared to build more jails or else , implying that there is no way to help a family that won't even lift a finger to help itself . "
273,"wild party , the ( director : dorothy arzner ; screenwriters : from a story by warner fabian ; /e . a zesty college girls film , that is trashy fun , with the trash part of the film being very mild and the wild party being rather tame . despite its limitations , this film is a curious curio , it is mostly interesting to watch clara bow , the "" it "" girl , a superstar from the silents make her entrance into talkies and have the longtime editor for paramount pictures , dorothy arzner , be given the opportunity to direct that studio's first talkie . instead , he treats her curtly , not amused by her lack of work , lecturing her in class about her poor work habits . march's rationalization is , if i have to pass her , i'll pass all the other idiots in the class , as his main concern is that his course will now become known as an easy one . march's attitude about the college is summed up with this rejoinder to clara , "" no more morons but plenty of savages . "" this film can't be taken seriously , as its moral tone is questionable , its depiction of college life absurd , and its characterizations are all trivialized . but the film was snappy , a frivolous vehicle for the very appealing , good-time girl clara , who comes through with a heart of sweetness , while march shows he is more serious about the jungle than the university . "
274,"this is an awkward comedy made just before kurosawa's breakthrough film , rashomon . but hiruta is not reliable , as he explains himself , saying people used to take advantage of him and laugh at his weaknesses , so he now uses trickery on them and doesn't care about ethics . the film switches tracks , as the two leads are not particularly interesting types , but the flawed hiruta makes for a more compelling story , so he becomes the main focus of the film . the courtroom is filled with contrivances , as the story befits a tacky soap opera . you can't beat that for pouring on the goo ! supposedly this film is a parody of the japanese willingness to accept america's foreign culture as theirs . kurosawa is an overrated director outside of shooting an action film , who can't shoot a dramatic film without laying on an overdose of goo . here he has mifune and the concert singer become sexless , while the publisher becomes a stock cardboard villain , and the lawyer's fall and redemption are just too predictable to have any effect . there is something caustic in this story , but its overall effect is ruined by too much that is an obvious delineation of what is good and evil . i found the message awkwardly delivered and unconvincing , and the acting was especially bad , as the lines as rendered seemed to be mechanical and not instinctive , it was as if all the actors attended a school for bad actors and learned to act by being didactic . this film hardly had a pulse , just a message it kept sending out in a not too subtle way . "
275,"i expected this film , given its clich ? subject matter , to be worst than it turned out . in fact , it had its moments in the snow of actually looking like pure cinema . jacques tourneur should be credited for making this wartime propaganda piece into an acceptable action film , shunning politics for a typical hollywood wartime heroics and romance story . the film presented new and unknown actors , and only one of them , in his first motion picture , after appearing on the broadway stage , gregory peck , had any kind of star quality . need i say more on how she got the part ! but to her credit , she handled the role decently . this film was a ringing tribute to our wartime allies , the noble soviets . this would be a source of embarrassment in the coming years . the film predictably plods along to its climax , as nina delivers a message to the russian general in the field and he gives her a coded message , which is the one peck was waiting for , as he gets just as excited about the message as he does about holding nina in his arms . the film failed miserably with the critics and at the box office , but it wasn't that bad . . . it even had a certain corny charm to it that some might find appealing . "
276,"everything seen is what has become a clich ? for this genre . i missed you . the film ends smoothly like those mystery shows on tv do : with a car chase that seems to be obligatory filler for such cop films , a rescue coming just in the nick of time , and the action scenes being well choreographed to fit the pyrotechnical finale . the attempt to bring any psychology into this thriller , never materializes , except in the most banal manner . in fact , the killer is more interested in playing mind games with spader than he is in killing his victims , which convinced me that this film wasn't looking to go into new territory with this 'let's make a profit for the producers' genre film . this debut feature by the music video director joe charbanic is a limited venture , smacking of formula questions and answers to the serial killer's mental state , resulting in a picture that is decidedly painted by-the-numbers . james spader as the lead , most of his career a fine actor , has difficulty doing anything with his uninteresting and predictable role , except go with the props he's been handed . the film covers up its banal story by some pretty slick shooting devices , which include fast-paced editing and jump-cuts , and at times , when taking on the killer's point of view , making the beautiful color go grainy with a hand-held video camera , which is meant to signify that there is some kind of mystery going on . what the sleek looking film accomplishes , is that it makes this hollow film very watchable , looking much like an mtv video . the film ultimately fails because the story is never drawn out enough to make it spellbinding or tense , the main characters are both too hackneyed to bring something to the table except an exercise in playing a role that goes against their film career typecasting . "
277,"this lighthearted fantasy asks , what if the idealist h . g . wells didn't just write about the time machine but lived it ! it's mainly an emotionally flat , one running joke type of lightweight literary film that is done in by a very dull middle section and too much unnecessary gore . the director-writer nicholas meyer ( star trek 11 ) -- he also wrote the witty novel "" seven percent solution "" -- worked the screenplay from his own novel , showing some clever touches here and there , but not enough to hold my interest for the duration of the film . the theme grew tiresome and david warner as jack the ripper never developed as a particularly interesting villain . there was nothing gained by seeing him hold a scalpel to a woman's throat and then slit it . if you don't have the key , you can't return . in san francisco , there are some amusing moments as the naive wells has to adjust to the modern complexities of the world and its hustle and bustle . he seems adorably old-fashioned and gentlemanly , with a very stand-offish british wit , while she's an aggressive woman's libber , a modern california-type of lady , and an admirer of british eccentrics who are straight . it just advanced in technology but regressed into a more violent state than ever before . the film has many plot holes and flaws , one of them is : that it is not possible to go back in time and change history , all one can change is something that is only a duplicate , even if you think you are changing something , you are only deceived by appearances . albert einstein mentioned that about time travel and that's good enough for me . the jack the ripper part of the story never really worked as a thriller , it all seemed too heavy and misplaced , i am certain the film could have been salvaged if it kept with the fantasy/romance story between amy and wells . that part of the film was amusing and gave way to some interesting insights about the modern world . the film suffered from being too poorly presented , as it always appeared less than exciting , nevertheless it was occasionally diverting , and some cult sci-fi fans might like it more than the general public should . "
278,"this is a lame coming-of-age film , yet michael corrente directs it with great sympathy for the characters , taking a lighthearted approach to some mild rebellion going on in the mid '70s , contrasting the lifestyles of both working-class and upper-class students . it comes to the 'startling' conclusion that rich kids might do the same bad things working-class kids do , but get away with it because their money gives them privileges . the film plays as if it's a slogan for "" stupid pride . "" at the school , he meets all the stock characters you would expect in such a formulaic film . better bongs . in the silliness that goes for either comedy or dramatics , which wasn't funny or enlightening , just stupid and incredible , dunph goes to the brown university dean and pleads for jane to be taken back , supposedly proving that he learned something about personal responsibility at the prep school . the problem with all these resolutions were that all the characters were clich ? s , no one's character was fleshed out , and this film based loosely on peter farrelly's life , never got untracked . the story might have been a heartfelt one for the author , who is the co-director with his brother bobby of "" there's something about mary , "" but it had little impact on film and was very much underwritten . there was just no story to get into which was worth getting into , nor were any of the characters in the least bit interesting . it all seemed like a futile effort to catch something about class status that had already been caught in a better light by recent films like "" rushmore "" and "" slums of beverly hills . "" "
279,"this very bitter film , a retread of "" the blue angel , "" might appeal to fans of the great french actress jeanne moreau , in one of her best performances ever , who plays eva with a true intensity . she is the soul of the film , making this dark and improbable story have some teeth to bite into . it is filmed in a coldly sweeping baroque style . the jazzy musical score is by michel legrand , and the great billie holiday song "" weep for me , "" is most appropriate for the down mood the film idles on from beginning to end . the principal characters were simply not only not likable , lovable , or even cordial , they are personifications of a destructive god , willing to take not only themselves down , but anyone else who gets in their way . the story itself is the film's problem , because it is so unsettling and foolishly perverse , that it never promises any sunlight , so what is seen in the film's first fifteen minutes is exactly what you get by the finale , in a film that drags on for too long , coming to no point but trying its best to bring you down with its sour look at life . the only kind thing that can be said about the femme fatale , is that she's upfront with him . this scathing romance , which abstains from love , instead it favors romance as being something that darkly possesses you , as the flawed protagonist leaves a bad taste in everyone's mouth . it's film that basically is asking two unanswerable questions : how do you explain a woman's love for a guy who is no good ? losey lets the pessimistic mood of the story prevail as his answer . . . "
280,"if one were to applaud the effort . will pretentious crap do for a succinct review of the film ! it is more of a joke than a serious film , as all it tries to do is push the boundaries of technical innovation , while it neglects the basics of movie making : character development and the telling of a good story . shot on digital video in real time , with four hand-held cameras filming four different split screens , allowing the viewer to pick his poison as to which screen to watch , the narrative is told without any cuts , therefore no editor is needed . one of the screens has a louder volume , indicating that is the one the director thinks we might be more interested in watching . this soap opera story is about the lives and loves of sundry people connected to a hollywood production company , as they cast for their latest film project , which it turns out , is similar to the film just seen . well , at least , there should be something said about honesty in recognizing the worth of the product produced . the filmmaker's attempt here , is to make a stinging satire on hollywood and himself . timecode , under the pretense of being innovative , gets a big studio to take a chance on producing it , which doesn't mean it's worthwhile . the film was most like one of those stationary camcorder sites that they have on the internet , of say , some street corner , where the viewer hopes the time he spends is not wasted and something spontaneous will unfold to make it worth his while . at various times , the obvious symbolism of an earthquake is used as an artificial means to shake up all the characters in the quadrant . it was awkwardly done , seemingly ruining whatever natural effect was aimed for in telling this story in real time . i just couldn't get interested in this experimental film , finding it dizzying to watch and i was also hampered by its lack of wit and lack of spontaneous outrageousness . "" timecode "" just couldn't translate its sense of fun to the viewer , at least it couldn't to me . as for the technical feats attempted , maybe a more innovative filmmaker could make something of this format that wasn't done right here . other than that , this plays mostly as a novelty film , one to see because it's part of movie history . "
281,"there was a worm in the core of this turgid thriller that spoiled its taste . the moody production of smilla's sense of snow is adapted from peter hoeg's best-seller . this is a film with so much unrealized potential , about the icy heroine of the story , the tough-minded half-american and half-greenland inuit , smilla jaspersen ( julia ormond ) , who seemingly stepped into a hole in the ice before the film's finale and was ludicrously transformed from a captivating noir personality to a typical hollywood action heroine . smilla's sense of snow presents a mysterious story relying on tense local atmosphere , enigmatic characters and twists in the plot , to spin its dark tale of a heroine looking to find her roots again . the danish director , bille august , who tries to be faithful to his fellow countryman's source material , presents a glossy and sleek looking film that inherits all the virtues and vices of the book , and comes up short in the end because it cannot overcome how utterly ludicrous the story becomes . the film opens as a meteorite , in the greenland of 1859 , hits the ice and crushes everyone in the vicinity , including an inuit fisherman , putting on a spectacular light show in the crushed ice , reminding me of the pyrotechnics one would see at a july 4th celebration . what should strike the audience as even stranger is how the film ends up in the same ice caves where the film opened up its story in the 19th century . this is how one would do it in a formulaic hollywood film , thereby putting a damper on the terrific mood the film had just set . it was sort of like going to dinner and getting a whiff of some sensual aromas and looking at some appetizing food on display , but when getting down to the heart of the meal with great anticipation , suddenly discovering the meal is just not edible . if you can be satisfied with just the atmosphere and not the story or any character being developed adequately , then you might feel adequately nourished by what you saw . i wasn't . i was just swept away by the moody setting , the fine stoic performance by ormond , and the potential for intrigue -- which , unfortunately , never materialized as it could have . "
282,"the film's subject is the search for ideal love . it is the second feature of writer-director cameron crowe ( say anything . this fluff film fails to be absorbing because it is so sugary and forgettable , but with that being said , it still had a few tender moments that seemed worth while . there was nothing special about their up and down relationship , as it was very predictable . bridget fonda and matt dillon are a more interesting pairing . sheila kelley's stock character is sketchy and dull , of one who will do anything to get a man . the videographer is "" batman "" director tim burton . the grunge rock scene was fun to watch , the characters were more likable than not , there was a lot of tenderness shown for those who get hurt in relationships , and the film is emotionally as sweet as pie . the director is good at getting at light comedic moments , but has nothing much to say that is more serious . this is not an engaging film , and its whimsical story and clich ? characters did not hold my interest . the film was just too mild in attitude and tame in spirit . it is really a youth oriented film , with trite sayings which sound terribly out of place , such as when one of the characters says , "" being alone , there is a certain dignity to it . "" the film could be best enjoyed for its soundtrack , which includes the music of soundgarden , mudhoney , alice in chains and pearl jam in the background . "
283,"a very obvious melodrama about the relationship of a southern-white trash mother-daughter . the story is not the thing here , but the unflappable , zesty performance janet mcteer gives , as she becomes absorbed in her part and plays it with emotional force , carrying this picture for all its worth . my problem with the film , is that it didn't absorb me in its story . i just thought the mother-daughter were likable and the film was pleasant , but not far-reaching . "
